district_name_eng_1398,district_code_1398,district_name_eng_1397,district_code_1397,match_97_98,district_name_eng_1396,district_code_1396,match_96_98,district_name_eng_1395,district_code_1395,match_95_98,district_name_eng_1394,district_code_1394,match_94_98,district_name_eng_1393,district_code_1393,match_93_98,district_name_eng_1392,district_code_1392,match_92_98,district_name_eng_1391,district_code_1391,match_91_98,district_name_eng_1390,district_code_1390,match_90_98,district_name_eng_1389,district_code_1389,match_89_98,district_name_eng_1388,district_code_1388,match_88_98,district_name_eng_1387,district_code_1387,match_87_98,district_name_eng_1386,district_code_1386,match_86_98,district_name_eng_1385,district_code_1385,match_85_98,district_name_eng_1384,district_code_1384,match_84_98,district_name_eng_1383,district_code_1383,match_83_98
Dularam,3406,Dularam,3406,3406,Dularam (temporary district),3406,3406,Dularam (temporary district),3406,3406,Dularam,3406,3406,Dularam,3406,3406,Dularam (temporary district),3406,3406,Dularam (temporary district),3406,3406,Dularam (temporary district),3406,3406,Dularam,3406,3406,Dularam (temporary district),3406,3406,Dularam,2512,2512,Dularam,2512,2512,NA,NA,2605,NA,NA,2605,NA,NA,2605
provincial Capital (Maimana),2901,province Center (Maimana),2901,2901,province Center (Maimana),2901,2901,province Center (Maimana),2901,2901,province Center (Maimana),2901,2901,province Center (Maimana),2901,2901,Faryab Center (Maimana),2901,2901,Faryab Center (Maimana),2901,2901,Faryab Center (Maimana),2901,2901,Faryab Center (Maimana),2901,2901,Faryab Center (Maimana),2901,2901,Faryab Center (Maimana),2201,2201,Faryab Center (Maimana),2201,2201,Faryab Center (Maimana),2201,2201,Faryab Center (Maimana),2201,2201,Faryab Center (Maimana),2201,2201
Pashtun kot,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2902,2902,Pashtun kot,2202,2202,Pashtun kot,2202,2202,Pashtun kot,2202,2202,Pashtun kot,2202,2202,Pashtun kot,2202,2202
Khwaja Sabz Posh i Wali,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja Sabz Posh i Wali,2903,2903,Khwaja SabzPosh i Wali,2203,2203,Khwaja SabzPosh i Wali,2203,2203,Khwaja SabzPosh i Wali,2203,2203,Khwaja SabzPosh i Wali,2203,2203,Khwaja SabzPosh i Wali,2203,2203
Almar,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2904,2904,Almar,2204,2204,Almar,2204,2204,Almar,2204,2204,Almar,2204,2204,Almar,2204,2204
Bilchiragh,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2905,2905,Bilchiragh,2208,2208,Bilchiragh,2208,2208,Bilchiragh,2208,2208,Bilchiragh,2208,2208,Bilchiragh,2208,2208
Shirin Tagab,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2906,2906,Shirin Tagab,2209,2209,Shirin Tagab,2209,2209,Shirin Tagab,2209,2209,Shirin Tagab,2209,2209,Shirin Tagab,2209,2209
Qaisar,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2907,2907,Qaisar,2205,2205,Qaisar,2205,2205,Qaisar,2205,2205,Qaisar,2205,2205,Qaisar,2205,2205
Gurziwan,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2908,2908,Gurziwan,2207,2207,Gurziwan,2207,2207,Gurziwan,2207,2207,Gurziwan,2207,2207,Gurziwan,2207,2207
Dawlat Abad,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2909,2909,Dawlat Abad,2210,2210,Dawlat Abad,2210,2210,Dawlat Abad,2210,2210,Dawlat Abad,2210,2210,Dawlat Abad,2210,2210
Kohistan,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2910,2910,Kohistan,2206,2206,Kohistan,2206,2206,Kohistan,2206,2206,Kohistan,2206,2206,Kohistan,2206,2206
Qaram Qul,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2911,2911,Qaram Qul,2211,2211,Qaram Qul,2211,2211,Qaram Qul,2211,2211,Qaram Qul,2211,2211,Qaram Qul,2211,2211
Qurghan,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2912,2912,Qurghan,2214,2214,Qurghan,2214,2214,Qurghan,2214,2214,Qurghan,2214,2214,Qurghan,2214,2214
Andkhoy,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2913,2913,Andkhoy,2213,2213,Andkhoy,2213,2213,Andkhoy,2213,2213,Andkhoy,2213,2213,Andkhoy,2213,2213
Khani Charbagh,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2914,2914,Khani Charbagh,2212,2212,Khani Charbagh,2212,2212,Khani Charbagh,2212,2212,Khani Charbagh,2212,2212,Khani Charbagh,2212,2212
provincial Capital(Ghazni),1101,province Center(Ghazni),1101,1101,province Center(Ghazni),1101,1101,province Center(Ghazni),1101,1101,province Center(Ghazni),1101,1101,province Center(Ghazni),1101,1101,Ghazni Center(Ghazni),1101,1101,Ghazni Center(Ghazni),1101,1101,Ghazni Center(Ghazni),1101,1101,Ghazni Center(Ghazni),1101,1101,Ghazni Center(Ghazni),1101,1101,Ghazni Center(Ghazni),601,601,Ghazni Center(Ghazni),601,601,Ghazni Center(Ghazni),601,601,Ghazni Center(Ghazni),601,601,Ghazni Center(Ghazni),601,601
Wali M. Shahid (khugyani),1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M. Shahid (khugyani),1102,1102,Wali M shahid (khugyani),1102,1102,Wali Mshahid (khugyani),606,606,Wali Mshahid (khugyani),606,606,Wali Mshahid (khugyani),606,606,Wali Mshahid (khugyani),606,606,Wali Mshahid (khugyani),606,606
Khwaja Omari,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,1103,1103,Khwaja Omari,604,604,Khwaja Omari,604,604,Khwaja Omari,604,604,Khwaja Omari,604,604,Khwaja Omari,604,604
Waghaz,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,1104,1104,Waghaz,608,608,Waghaz,608,608,Waghaz,608,608,Waghaz,608,608,Waghaz,608,608
Deh Yak,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,1105,1105,Deh Yak,602,602,Deh Yak,602,602,Deh Yak,602,602,Deh Yak,602,602,Deh Yak,602,602
Jaghatu,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,1106,1106,Jaghatu,607,607,Jaghatu,607,607,Jaghatu,607,607,Jaghatu,607,607,Jaghatu,607,607
Andar,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,1107,1107,Andar,611,611,Andar,611,611,Andar,611,611,Andar,611,611,Andar,611,611
Zanakhan,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,1108,1108,Zanakhan,603,603,Zanakhan,603,603,Zanakhan,603,603,Zanakhan,603,603,Zanakhan,603,603
Rashidan,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,1109,1109,Rashidan,605,605,Rashidan,605,605,Rashidan,605,605,Rashidan,605,605,Rashidan,605,605
Nawur,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,1110,1110,Nawur,612,612,Nawur,612,612,Nawur,612,612,Nawur,612,612,Nawur,612,612
Qara Bagh,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,1111,1111,Qara Bagh,609,609,Qara Bagh,609,609,Qara Bagh,609,609,Qara Bagh,609,609,Qara Bagh,609,609
Giro,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,1112,1112,Giro,610,610,Giro,610,610,Giro,610,610,Giro,610,610,Giro,610,610
Ab Band,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,1113,1113,Ab Band,617,617,Ab Band,617,617,Ab Band,617,617,Ab Band,617,617,Ab Band,617,617
Jaghuri,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,1114,1114,Jaghuri,615,615,Jaghuri,615,615,Jaghuri,615,615,Jaghuri,615,615,Jaghuri,615,615
Muqur,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,1115,1115,Muqur,616,616,Muqur,616,616,Muqur,616,616,Muqur,616,616,Muqur,616,616
Malistan,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,1116,1116,Malistan,614,614,Malistan,614,614,Malistan,614,614,Malistan,614,614,Malistan,614,614
Gelan,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,1117,1117,Gelan,618,618,Gelan,618,618,Gelan,618,618,Gelan,618,618,Gelan,618,618
Ajristan,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,1118,1118,Ajristan,613,613,Ajristan,613,613,Ajristan,613,613,Ajristan,613,613,Ajristan,613,613
Nawa,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,1119,1119,Nawa,619,619,Nawa,619,619,Nawa,619,619,Nawa,619,619,Nawa,619,619
province Center (Chighcheran),2301,province Center (Chighcheran),2301,2301,province  Center (Chighcheran),2301,2301,province  Center (Chighcheran),2301,2301,province  Center (Chighcheran),2301,2301,provinceCenter (Chighcheran),2301,2301,Ghor  Center (Chighcheran),2301,2301,Ghor  Center (Chighcheran),2301,2301,GhorCenter (Chighcheran),2301,2301,Ghor  Center (Chighcheran),2301,2301,Ghor  Center (Chighcheran),2301,2301,GhorCenter (Chighcheran),3101,3101,GhorCenter (Chighcheran),3101,3101,GhorCenter (Chighcheran),3101,3101,GhorCenter (Chighcheran),3101,3101,GhorCenter (Chighcheran),3101,3101
Duleena,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,2302,2302,Duleena,3105,3105,Duleena,3105,3105,Duleena,3105,3105,Duleena,3105,3105,Duleena,3105,3105
Dawlatyar,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,2303,2303,Dawlatyar,3102,3102,Dawlatyar,3102,3102,Dawlatyar,3102,3102,Dawlatyar,3102,3102,Dawlatyar,3102,3102
Char Sada,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,2304,2304,Char Sada,3103,3103,Char Sada,3103,3103,Char Sada,3103,3103,Char Sada,3103,3103,Char Sada,3103,3103
Pasaband,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,2305,2305,Pasaband,3106,3106,Pasaband,3106,3106,Pasaband,3106,3106,Pasaband,3106,3106,Pasaband,3106,3106
Shahrak,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,2306,2306,Shahrak,3104,3104,Shahrak,3104,3104,Shahrak,3104,3104,Shahrak,3104,3104,Shahrak,3104,3104
Lal Wa SarJangal,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal Wa SarJangal,2307,2307,Lal WaSarJangal,3107,3107,Lal WaSarJangal,3107,3107,Lal WaSarJangal,3107,3107,Lal WaSarJangal,3107,3107,Lal WaSarJangal,3107,3107
Taywara,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,2308,2308,Taywara,3110,3110,Taywara,3110,3110,Taywara,3110,3110,Taywara,3110,3110,Taywara,3110,3110
Tulak,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,2309,2309,Tulak,3108,3108,Tulak,3108,3108,Tulak,3108,3108,Tulak,3108,3108,Tulak,3108,3108
Saghar,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,2310,2310,Saghar,3109,3109,Saghar,3109,3109,Saghar,3109,3109,Saghar,3109,3109,Saghar,3109,3109
provincial Capital (Lashkargah),3001,province Center (Lashkargah),3001,3001,province Center (Lashkargah),3001,3001,province Center (Lashkargah),3001,3001,province Center (Lashkargah),3001,3001,province Center (Lashkargah),3001,3001,province Center (Lashkargah),3001,3001,province Center (Lashkargah),3001,3001,Helmand Center (Lashkargah),3001,3001,Helmand Center (Lashkargah),3001,3001,Helmand Center (Lashkargah),3001,3001,Helmand Center (Lashkargah),2701,2701,Helmand Center (Lashkargah),2701,2701,Helmand Center (Lashkargah),2701,2701,Helmand Center (Lashkargah),2701,2701,Provincial center (Lashkar Gah),2701,2701
Nad Ali,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,3002,3002,Nad Ali,2703,2703,Nad Ali,2703,2703,Nad Ali,2703,2703,Nad Ali,2703,2703,Nad Ali,2708,2708
Nawa-i- Barikzayi,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,3003,3003,Nawa-i- Barikzayi,2704,2704,Nawa-i- Barikzayi,2704,2704,Nawa-i- Barikzayi,2704,2704,Nawa-i- Barikzayi,2704,2704,Nawa-i- Barukzai,2709,2709
Nahr-i- Saraj,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,3004,3004,Nahr-i- Saraj,2702,2702,Nahr-i- Saraj,2702,2702,Nahr-i- Saraj,2702,2702,Nahr-i- Saraj,2702,2702,Nahr-i- Saraj,2702,2702
Washer,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,3005,3005,Washer,2711,2711,Washer,2711,2711,Washer,2711,2711,Washer,2711,2711,Washeir,2707,2707
Garm Ser,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,3006,3006,Garm Ser,2705,2705,Garm Ser,2705,2705,Garm Ser,2705,2705,Garm Ser,2705,2705,Garm Seir,2712,2712
Nawzad,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,3007,3007,Nawzad,2710,2710,Nawzad,2710,2710,Nawzad,2710,2710,Nawzad,2710,2710,Nawzad,2706,2706
Sangin,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,3008,3008,Sangin,2706,2706,Sangin,2706,2706,Sangin,2706,2706,Sangin,2706,2706,Sangin Qalah,2713,2713
Musa Qala,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,3009,3009,Musa Qala,2709,2709,Musa Qala,2709,2709,Musa Qala,2709,2709,Musa Qala,2709,2709,Moosa Qalah,2704,2704
Kajaki,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,3010,3010,Kajaki,2707,2707,Kajaki,2707,2707,Kajaki,2707,2707,Kajaki,2707,2707,Kajaki,2703,2703
Reg-i-Khan Nishin,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,3011,3011,Reg-i-Khan Nishin,2712,2712,Reg-i-Khan Nishin,2712,2712,Reg-i-Khan Nishin,2712,2712,Reg-i-Khan Nishin,2712,2712,Reig-i- Khan Sheen,2710,2710
Baghran,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,3012,3012,Baghran,2708,2708,Baghran,2708,2708,Baghran,2708,2708,Baghran,2708,2708,Bughran,2705,2705
Dishu,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,3013,3013,Dishu,2713,2713,Dishu,2713,2713,Dishu,2713,2713,Dishu,2713,2713,Disho,2711,2711
Marja,3014,Marja,3014,3014,Marja (temporary district),3014,3014,Marja (temporary district),3014,3014,Marja,3014,3014,Marja,3014,3014,Marja,3014,3014,Marja,3014,3014,NA,NA,3002,NA,NA,3002,NA,NA,3002,NA,NA,2703,NA,NA,2703,NA,NA,2703,NA,NA,2703,NA,NA,2708
Nawamish,3015,Nawamish,3015,3015,Nawamish (temporary district),3015,3015,Nawamish (temporary district),3015,3015,NA,NA,3012,NA,NA,3012,NA,NA,3012,NA,NA,3012,NA,NA,3012,NA,NA,3012,NA,NA,3012,NA,NA,2708,NA,NA,2708,NA,NA,2708,NA,NA,2708,NA,NA,2705
province center (Herat),3201,province Center (Herat),3201,3201,province  Center (Herat),3201,3201,province  Center (Herat),3201,3201,province  Center (Herat),3201,3201,provinceCenter (Herat),3201,3201,Herat  Center (Herat),3201,3201,Herat  Center (Herat),3201,3201,HeratCenter (Herat),3201,3201,Herat  Center (Herat),3201,3201,Herat  Center (Herat),3201,3201,HeratCenter(Herat),2401,2401,HeratCenter(Herat),2401,2401,HeratCenter(Herat),2401,2401,Provincial center (Herat),2401,2401,Provincial center (Herat),2401,2401
Enjil,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,3202,3202,Enjil,2402,2402,Enjil,2402,2402,Enjil,2402,2402,Enjil,2402,2402,Enjil,2402,2402
Guzera,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera (Nizam-i- Shahid),3203,3203,Guzera(Nizam-i- Shahid),2403,2403,Guzera(Nizam-i- Shahid),2403,2403,Guzera(Nizam-i- Shahid),2403,2403,Guzera,2403,2403,Guzera,2403,2403
Karrukh,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,3204,3204,Karrukh,2405,2405,Karrukh,2405,2405,Karrukh,2405,2405,Karukh,2405,2405,Karukh,2405,2405
Zendahjan,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,3205,3205,Zendahjan,2410,2410,Zendahjan,2410,2410,Zendahjan,2410,2410,Zendajan,2410,2410,Zendajan,2410,2410
